track_id;artist_name;track_name;release_date;genre;sadness;danceability;topic;loudness;acousticness;instrumentalness;valence;energy
t3067;diana krall;but not for me;2018;jazz;0.3180739226156871;0.4963717101700423;music;0.5383175653154886;0.979919658553874;1.2348178137651822e-06;0.2807089859851608;0.0503206906962459
t3068;joe corfield;lights;2018;jazz;0.0008488964929124;0.6187587999566772;violence;0.5745711868317821;0.496987446774545;0.9534412955465588;0.8114179719703214;0.1991741884231018
t3069;kadhja bonet;delphine;2018;jazz;0.0010121458783593;0.500703996534171;night/time;0.6395918262697741;0.797188551394128;0.0005627530364372;0.1106760098928276;0.23320928541512
t3070;tesseract;smile;2018;jazz;0.3883393833931414;0.578685151088487;sadness;0.7275081403994563;0.0011134549331876;0.1032388663967611;0.2126957955482275;0.8368317408912069
t3071;marion meadows;soul city (feat. norman brown & joey sommerville);2018;jazz;0.0011695907275529;0.7682226795191162;world/life;0.7007153295900315;0.6636542807773903;0.7358299595141701;0.6960016488046167;0.6356242557325114
t3072;abstract orchestra;new day;2018;jazz;0.1582921116819481;0.7433120329253764;violence;0.7588390636617696;0.0534127042296227;0.0118421052631578;0.3250206100577081;0.4113930284909798
t3073;tony bennett;love is here to stay;2018;jazz;0.0014224751510716;0.591682010180873;music;0.6352331871907289;0.8734938488894066;0.0;0.2683429513602638;0.1871618012494484
t3074;ardhito pramono;fake optics;2018;jazz;0.0585150610048841;0.4855409942597206;world/life;0.6123631515524446;0.8684737635278751;8.846153846153848e-05;0.2260923330585325;0.3132918665728098
t3075;sam gendel;boa;2018;jazz;0.0004576659399441;0.2050254521823892;violence;0.6230033587159962;0.83734923428638;0.9635627530364372;0.1436521022258862;0.4083899316975664
t3076;august greene;optimistic;2018;jazz;0.0005540166478402;0.7184013863316365;violence;0.6903315129605414;0.1164649763704582;0.0014170040485829;0.570280296784831;0.689679998013952
t3077;klischée;bella ciao;2018;jazz;0.0011961723419931;0.8884436261236869;violence;0.7279183652539547;0.3965857395439152;0.0213562753036437;0.8248145094806266;0.8108049020149578
t3078;morcheeba;never undo;2018;jazz;0.0014224752503273;0.6815769522365428;violence;0.7096377201753711;0.0374488327799525;0.2338056680161943;0.2446413849958779;0.4564394803921803
t3079;renee olstead;i fall to pieces;2018;jazz;0.4431850508989159;0.3479909021986353;sadness;0.5653667666589749;0.8704817976724877;5.394736842105263e-05;0.322959604286892;0.0624331810963465
t3080;owane;born in space;2018;jazz;0.0012531329214146;0.4996209249431388;violence;0.6824346845114477;0.0050291215151822;0.7621457489878543;0.3322341302555647;0.6946851593363076
t3081;tia ray;just my luck;2018;jazz;0.0005540166677876;0.6252572295028702;feelings;0.7458913416916646;0.1526095909734849;0.0;0.5352431986809562;0.5655519972195326
t3082;wolfgang lohr;upside down (radio edit);2018;jazz;0.0529610981532821;0.824542402252789;violence;0.7860420993256928;0.0596376100779217;0.0007530364372469;0.7289777411376751;0.8608565152385138
t3083;deeb;jazzclub atmosphere;2018;jazz;0.0752607151492483;0.6090111556373877;violence;0.6426428736251057;0.4427705248700049;0.7267206477732793;0.3064715581203627;0.4153971575488643
t3084;deca;threshold;2018;jazz;0.0015479877115425;0.6924076681468645;violence;0.7220213829705406;0.1355413007442778;0.2975708502024291;0.8588211046990931;0.7016923851876053
t3085;braxton cook;somewhere in between (swarvy remix);2018;jazz;0.0023923446661751;0.6967399545109932;obscene;0.6779222111119656;0.2248988201795383;0.4807692307692307;0.4589859851607584;0.5705571585418883
t3086;riley richard;l.i.t.;2018;jazz;0.0263157894736851;0.7389797465612479;music;0.7692741583980719;0.2991960835302043;0.1062753036437246;0.5486397361912614;0.9069039994041854
